PERSON ID;OTHER PERSON ID;SUBJECT_IN_FRAME_ID;SEQUENCE;MODE;AVG;MAX;MIN
040;034;034;01;looking_around_with_occlusion;0.994975;1.000000;0.912194
040;034;034;02;frontal_gaze;0.997758;1.000000;0.978119
040;034;034;02;looking_around;0.998343;1.000000;0.970633
040;034;034;02;looking_around_with_occlusion;0.993630;1.000000;0.936931
040;034;040;01;frontal_gaze;0.855635;0.999995;0.221477
040;034;040;01;looking_around;0.959716;1.000000;0.557590
040;034;040;01;looking_around_with_occlusion;0.870967;1.000000;0.197840
040;034;040;02;frontal_gaze;0.946915;1.000000;0.258122
040;034;040;02;looking_around;0.978212;1.000000;0.659030
040;034;040;02;looking_around_with_occlusion;0.991645;1.000000;0.695023
040;055;040;01;frontal_gaze;0.709230;0.999995;0.012878
040;055;040;01;looking_around;0.969604;1.000000;0.695287
040;055;040;01;looking_around_with_occlusion;0.909027;1.000000;0.302336
040;055;040;02;frontal_gaze;0.813996;0.999999;0.059757
040;055;040;02;looking_around;0.955121;1.000000;0.391524
040;055;040;02;looking_around_with_occlusion;0.983338;1.000000;0.681201
040;055;055;01;frontal_gaze;0.997624;1.000000;0.961760
040;055;055;01;looking_around;0.998942;1.000000;0.968422
040;055;055;01;looking_around_with_occlusion;0.997479;1.000000;0.930292
040;055;055;02;frontal_gaze;0.997680;1.000000;0.988531
040;055;055;02;looking_around;0.996646;1.000000;0.960746
040;055;055;02;looking_around_with_occlusion;0.997905;1.000000;0.985153
040;060;040;01;frontal_gaze;0.522959;0.992979;0.005544
040;060;040;01;looking_around;0.858820;1.000000;0.133156
040;060;040;01;looking_around_with_occlusion;0.662971;0.999998;0.050470
040;060;040;02;frontal_gaze;0.682934;0.999990;0.024641
040;060;040;02;looking_around;0.902186;1.000000;0.086830
040;060;040;02;looking_around_with_occlusion;0.969342;1.000000;0.448529
040;060;060;01;frontal_gaze;0.997040;1.000000;0.958427
040;060;060;01;looking_around;0.970164;1.000000;0.716501
040;060;060;01;looking_around_with_occlusion;0.984936;1.000000;0.769241
040;060;060;02;frontal_gaze;0.998964;1.000000;0.988086
040;060;060;02;looking_around;0.989795;1.000000;0.712141
040;060;060;02;looking_around_with_occlusion;0.995617;1.000000;0.882773
